=== mathematical_logic/task_5 seed=0 ===
step   1 tile=(1, 1) engpos=(16.0, 16.0) detpx=(16, 16) keys=0 facing=down action=DOWN events=[] monster=None
step  49 tile=(2, 2) engpos=(33.0, 32.0) detpx=(34, 32) keys=0 facing=left action=LEFT events=['move_left'] monster=None
step  50 tile=(2, 2) engpos=(32.0, 32.0) detpx=(33, 32) keys=0 facing=left action=LEFT events=['move_left'] monster=None
step  51 tile=(2, 2) engpos=(31.0, 32.0) detpx=(32, 32) keys=0 facing=down action=DOWN events=['move_left'] monster=None
step  52 tile=(2, 2) engpos=(31.0, 33.0) detpx=(31, 33) keys=0 facing=right action=RIGHT events=['move_down'] monster=None
step  53 tile=(2, 2) engpos=(32.0, 33.0) detpx=(32, 33) keys=0 facing=down action=DOWN events=['move_right'] monster=None
step  54 tile=(2, 2) engpos=(32.0, 34.0) detpx=(32, 34) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  55 tile=(2, 2) engpos=(32.0, 35.0) detpx=(32, 35) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  56 tile=(2, 2) engpos=(32.0, 36.0) detpx=(32, 36) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  57 tile=(2, 2) engpos=(32.0, 37.0) detpx=(32, 37) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  58 tile=(2, 2) engpos=(32.0, 38.0) detpx=(32, 38) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  59 tile=(2, 2) engpos=(32.0, 39.0) detpx=(32, 39) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  60 tile=(2, 3) engpos=(32.0, 40.0) detpx=(32, 40) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  61 tile=(2, 3) engpos=(32.0, 41.0) detpx=(32, 41) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  62 tile=(2, 3) engpos=(32.0, 42.0) detpx=(32, 42) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  63 tile=(2, 3) engpos=(32.0, 43.0) detpx=(32, 43) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  64 tile=(2, 3) engpos=(32.0, 44.0) detpx=(32, 44) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  65 tile=(2, 3) engpos=(32.0, 45.0) detpx=(32, 45) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  66 tile=(2, 3) engpos=(32.0, 46.0) detpx=(32, 46) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  67 tile=(2, 3) engpos=(32.0, 47.0) detpx=(32, 47) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  68 tile=(2, 3) engpos=(32.0, 48.0) detpx=(32, 48) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  69 tile=(2, 3) engpos=(32.0, 49.0) detpx=(32, 49) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  70 tile=(2, 3) engpos=(32.0, 50.0) detpx=(32, 50) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  71 tile=(2, 3) engpos=(32.0, 51.0) detpx=(32, 51) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  72 tile=(2, 3) engpos=(32.0, 52.0) detpx=(32, 52) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  73 tile=(2, 3) engpos=(32.0, 53.0) detpx=(32, 53) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  74 tile=(2, 3) engpos=(32.0, 54.0) detpx=(32, 54) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  75 tile=(2, 3) engpos=(32.0, 55.0) detpx=(32, 55) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  76 tile=(2, 4) engpos=(32.0, 56.0) detpx=(32, 56) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  77 tile=(2, 4) engpos=(32.0, 57.0) detpx=(32, 57) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  78 tile=(2, 4) engpos=(32.0, 58.0) detpx=(32, 58) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  79 tile=(2, 4) engpos=(32.0, 59.0) detpx=(32, 59) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  80 tile=(2, 4) engpos=(32.0, 60.0) detpx=(32, 60) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  81 tile=(2, 4) engpos=(32.0, 61.0) detpx=(32, 61) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  82 tile=(2, 4) engpos=(32.0, 62.0) detpx=(32, 62) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  83 tile=(2, 4) engpos=(32.0, 63.0) detpx=(32, 63) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  84 tile=(2, 4) engpos=(32.0, 64.0) detpx=(32, 64) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  85 tile=(2, 4) engpos=(32.0, 65.0) detpx=(32, 65) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  86 tile=(2, 4) engpos=(32.0, 66.0) detpx=(32, 66) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  87 tile=(2, 4) engpos=(32.0, 67.0) detpx=(32, 67) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  88 tile=(2, 4) engpos=(32.0, 68.0) detpx=(32, 68) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  89 tile=(2, 4) engpos=(32.0, 69.0) detpx=(32, 69) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  90 tile=(2, 4) engpos=(32.0, 70.0) detpx=(32, 70) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  91 tile=(2, 4) engpos=(32.0, 71.0) detpx=(32, 71) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  92 tile=(2, 5) engpos=(32.0, 72.0) detpx=(32, 72) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  93 tile=(2, 5) engpos=(32.0, 73.0) detpx=(32, 73) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  94 tile=(2, 5) engpos=(32.0, 74.0) detpx=(32, 74) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  95 tile=(2, 5) engpos=(32.0, 75.0) detpx=(32, 75) keys=0 facing=down action=DOWN events=['move_down'] monster=None
step  96 tile=(2, 5) engpos=(32.0, 76.0) detpx=(32, 76) keys=0 facing=down action=DOWN events=['move_down'] monster=None
